"Blood","Skin","Brain","Testis","Adipose Tissue","Muscle","Nerve","Blood Vessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","Adrenal Gland","Colon","Prostate","Spleen","Liver","Fallopian Tube","Ovary","Breast","Bladder","Cervix Uteri","Small Intestine","Salivary Gland"
"Primidone:376",0.0813373920000036,10,9.99999999999999,5.31765294,10,0.953707158999998,10,8.739851952,7.61603117,10,8.16961765300001,4.78230810200001,10,10,10,7.055881,10,2.439117908,3.30552125,7.014136076,10,9.46431636800001,10,9.870306969,6.177269936,10,10,10,10,10
"Sulfasalazine:377",10,10,9.651230812,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Candesartan:378",0.0196803829999963,4.10831808999999,0.104426496000013,1.27924508,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992671999999,8.311505318,0.534499942999997,1.601406753,1.054238,2.139179051,0.904568194999996,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578000006,10,7.664821625,1.565535426,1.411323667,2.821396589
"Tolazoline:379",0.0623733919999983,3.65049243,1.22963869599999,5.41671944,10,0.255605459000004,8.159985542,3.860967875,1.22844255000001,2.239341736,1.23677492100001,1.251607716,6.017980099,1.048812389,4.600313425,10,9.99999999999999,0.913578509999997,0.997452557000005,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,9.99999999999999,5.551623821,9.99999999999999,4.168484211,5.422550201
"Gentamicin:380",0.00511594299999896,0.00366381599999865,0.694672227000005,0.283837909999997,0.00331345199999866,0.00245101700000117,0.00354613299999595,0.0049999029999972,0.00827429400000135,1.388694644,0.00241334899999757,10,10,0.0251524079999994,0.00343154699999904,0.000946300899995034,0.00366341800000392,0.015657789999997,0.00237049099999398,0.00264821799999293,0.0149203520000007,0.00473042599999562,0.140248626000004,0.0115359850000036,0.00641005999999944,1.337323964,0.0042849159999907,0.0274275210000008,0.00403696599999837,0.00837507599999743
"Fenoldopam:381",0.0623733919999965,2.74101376500001,2.53534316999999,5.41671944,10,2.284672499,8.159985542,9.99999999999999,2.891987085,2.635305882,1.74661874800001,10,6.017980099,3.137806416,10,9.99999999999999,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,9.99999999999999,5.551623821,10,4.168484211,5.422550201
"Dicyclomine:382",1.33226762955019e-15,0.56154722,8.412851334,0.230370160000001,0.0114965039999984,8.88178419700125e-16,0.0246242010000053,0.0101203779999981,6.76481723799999,1.19683969,0.476170391,0.0680238790000018,0.0898524150000002,0.0162417010000002,0.0478941610000074,0.0675575399999992,0.0818163860000025,0.323356718000002,0.0331546829999976,3.630660295,9.99999999999999,0.00480282999999648,0.130754955000007,0.167142754000007,0.0205432049999983,0.690105140000005,4.940295696,0.171207890000002,0.221445233000001,4.811089993
"Minaprine:383",0.732271254000002,10,9.99999999999999,4.53572607,9.99999999999999,7.819921017,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5.433167934,10,10,10,10,10,10,10,10
"Proparacaine:384",-2.22044604925031e-15,-6.21724893790088e-15,3.5527136788005e-15,0.190577069999999,-1.77635683940025e-15,-3.99680288865056e-15,0,0.0078192570000013,0.0464892719999996,-1.77635683940025e-15,0,-8.88178419700125e-16,-1.77635683940025e-15,-1.77635683940025e-15,-3.5527136788005e-15,-3.5527136788005e-15,8.88178419700125e-16,-1.77635683940025e-15,-8.88178419700125e-16,-1.77635683940025e-15,-2.66453525910038e-15,0.00720545299999653,1.77635683940025e-15,-8.88178419700125e-16,-2.66453525910038e-15,-1.77635683940025e-15,0,0.00981784199999858,-2.66453525910038e-15,-2.66453525910038e-15
"Indapamide:385",5.29390478099999,0.281389250999993,0.367381424000001,1.548006,2.017138004,0.181052550999997,1.24857592599999,0.782730042999987,10,7.60553646100001,0.709126472,9.99999999999999,9.99999999999999,3.84119916000001,1.41552066800001,10,0.988137811000007,10,10,9.692680836,4.214071989,5.039753914,0.596145153000003,2.00762498400001,0.537024677,1.936117053,7.09598731999999,0.81983476900001,10,10
"Tropicamide:386",0.061775491000001,0.561547219999998,8.412851334,5.98038769000001,0.0935903489999976,0.0183419009999994,0.0767650600000014,0.0812565159999963,6.76481723799999,1.19683969,0.476170390999999,0.132184702999997,0.162137411999998,1.146733701,0.109509081000001,0.493829699999997,0.0818163859999999,0.513489544,0.0643889509999998,3.630660295,10,4.869907141,0.130754955,0.167142754000002,0.225144267,0.690105140000004,4.940295696,0.171207889999997,2.165588617,4.811089993
"Biperiden:387",0.0668535310000014,0.561547219999993,8.412851334,0.0963165299999966,0.0114965039999948,3.10862446895044e-15,0.0246242010000008,0.0101203779999981,0.026279106999989,1.19683969,0.0705680550000016,0.0680238789999983,0.089852415000002,0.189404315999997,0.0418682119999971,0.0675575399999957,0.0146994529999995,0.323356718000001,0.150418795999998,0.334567933999999,10,0.0410310399999974,0.00863520800000384,0.0606348699999977,0.0074429349999976,0.69010514,0.0265203289999976,0.0791551100000021,0.221445232999999,4.811089993
"Ribavirin:388",10,10,10,10,10,10,10,10,8.250806808,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Phenylbutazone:389",6.102405071,10,0.820853232999999,3.31341362000001,10,1.29284632199999,9.139339447,10,7.168891907,10,10,0.899970710000001,5.239987373,3.136099219,10,0.938152700000001,9.173936844,10,2.49838376,10,10,5.680968046,1.632004023,10,10,10,10,10,10,6.198821068
"Meloxicam:390",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Orciprenaline:391",2.362123251,5.37609219599999,0.941243947000004,0.346510899999997,9.99999999999999,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918000003,1.276782393,0.250214860000004,1.98963850700001,0.371416400000001,8.287089109,2.476612806,0.441770941000003,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153000002,10,2.251211882,3.500741482,2.735410929,5.831739426
"Acetazolamide:392",10,5.067505121,10,10,9.99999999999999,10,1.388342023,2.00942421,5.158444405,10,1.370481133,10,10,6.354887724,2.641309142,9.910357,3.188336015,10,4.10955309900001,9.99999999999999,1.958251238,5.65174126599999,10,5.215798736,1.59474754300001,10,2.33104372,4.187677383,3.19582200099999,10
"Disulfiram:393",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Ethynodiol:394",0.0589043569999959,0.226209901,0.187308579999993,1.1983943,0.941250026000006,0.241446047999997,0.752880542999999,4.112647057,1.349327683,0.831195831000005,0.698457598999994,0.335101813000003,0.930546701000002,2.723376274,9.99999999999999,0.155825899999995,10,0.268548220000004,0.940205961000002,0.65966481,2.13158083,0.633367895999998,1.93741488499999,9.99999999999999,6.27317428599999,2.848439336,1.470778465,9.99999999999999,0.310325800999999,0.372481614000002
"Enprofylline:395",3.974747896,4.85281229,9.195447922,10,7.818791866,5.087971687,3.461178899,4.815096855,3.795248985,7.362811565,3.173707247,2.353960276,7.63650465,2.67299723599999,5.834105253,4.36888199999999,5.490097284,7.491747379,3.10833990600001,8.217876434,5.672657967,7.171571016,0.813544868999999,5.084904909,0.660170913000004,6.740929365,5.841405392,7.382175922,4.444702148,6.40662241
"Menthol:396",0.0175986919999982,1.192167461,0.877372146,0.942933739999996,0.152057424000001,0.385237842999997,1.389279306,0.045238173999997,0.0759438499999963,0.0877679439999932,0.155866206000001,0.0258771509999969,0.0772983359999966,0.354923501999997,0.0594662350000004,0.1001381,0.264244168999997,2.492192745,0.0869748699999957,3.514710903,7.028045893,0.123160141999995,4.83914113,0.113930386000001,0.276700109000005,0.140473976999999,10,0.125827223000002,4.393517494,0.259582459999997
"Trifluoperazine:397",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Brompheniramine:398",0.0617754910000001,3.65049243,8.41285133399999,5.98038769000001,2.634119272,0.206760286999998,4.439896584,3.860967875,6.76481723799999,1.866600156,1.18233645,0.496618852,0.802930652999999,1.146733701,1.706133068,0.493829699999997,2.750898838,0.513489544000002,0.269276529999998,3.630660295,10,4.869907141,0.130754955000002,2.241176188,1.707205772,2.094831586,4.940295696,2.547428608,2.165588617,4.811089993
"Loperamide:399",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Clocortolone:400",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Tolazamide:401",0.0111038939999961,0.0285109180000003,0.125330925000003,0.0814298099999977,0.0988578570000023,0.0105049379999982,0.0468085110000001,0.0254208820000015,0.0358817949999972,0.141801595999998,0.0296609029999981,10,0.0824382829999983,0.0296511980000034,0.0297113450000044,0.0356342399999963,0.0531689990000013,0.0255474710000021,0.0289160599999909,0.0274589099999982,0.0271826950000005,0.0898751389999921,0.0108421790000017,0.085308619000001,0.00867571399999978,0.0578247809999946,0.0299339499999967,0.0514517799999989,0.0538903619999997,0.0292536819999993
"Dobutamine:402",2.362123251,5.376092196,2.66193819,0.49789171,9.99999999999999,2.873353481,3.394628048,1.309535742,9.28323173499999,10,4.539180279,0.481972918000005,1.276782393,0.250214860000003,1.98963850700001,0.385957400000003,8.287089109,2.47661280599999,0.441770941000002,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605152999998,10,2.251211882,3.500741482,2.735410929,5.831739426
"Oxazepam:403",0.451645076000005,10,9.99999999999999,5.31765294,10,0.953707158999998,10,8.739851952,7.61603117,10,8.16961765300001,4.78230810200001,10,10,10,7.055881,10,2.439117908,3.30552125,7.014136076,10,9.46431636800001,2.251888156,9.870306969,6.177269936,10,10,10,10,10
"Donepezil:404",0.732271254000005,0.211353629999993,10,3.61620748,0.461096585000003,7.81992101700001,0.364881620000001,1.698105931,0.525769650999997,1.525265336,0.886162221,1.865379155,0.766010880000002,5.354573965,2.243912697,1.134946,1.186487257,0.504009544999997,0.459137335000004,3.539183021,4.219288111,2.052807093,0.928801149000004,1.689638317,2.201324463,0.871683776000004,0.510498821999996,1.51731658,4.156428337,3.473966599
"Nalbuphine:405",-1.33226762955019e-15,-7.105427357601e-15,0.877372146000003,1.15192676,0.0564833280000059,0.00491147099999756,8.88178419700125e-16,0.0145697059999987,0.0200227089999974,0.00818270899999796,0,-1.77635683940025e-15,0.0213856859999977,0.0589153229999964,-2.66453525910038e-15,-3.10862446895044e-15,-8.88178419700125e-16,0.00690075999999795,-3.10862446895044e-15,0.0124551070000001,0.144849746999999,0.0076579369999985,8.88178419700125e-16,0.00252235999999861,0.00787936900000208,0.00906145599999597,0.00749473399999356,0,0.00541607599999683,0.0145438099999975
"Flurandrenolide:406",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Methylphenobarbital:407",0.0813373920000062,0.174910082999995,10,2.01131224999999,0.264109761000001,0.372751176,2.609943628,0.335683554000001,0.731963158000001,0.379388750000002,0.852344750999998,1.29179081300001,1.455012619,10,3.42109394099999,0.6972179,0.453325733999995,1.330839872,0.179359748999999,0.356377824999993,0.817102193999998,0.809225529000003,10,9.400044918,0.814338087999996,0.324704557999999,0.756506622000002,0.633507608999998,1.239488721,0.274607092000002
"Perphenazine:408",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Pseudoephedrine:409",2.362123251,5.376092196,2.66193818999999,5.41671944,9.99999999999999,2.873353481,8.159985542,2.602161646,9.283231735,10,4.539180279,1.251607716,6.017980099,1.04881238900001,4.600313425,10,10,2.476612806,0.997452557000004,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,10,5.551623821,9.99999999999999,4.168484211,5.831739426
"Levorphanol:410",-1.33226762955019e-15,-7.105427357601e-15,0.877372146000003,1.15192676,0.0564833280000059,0.00491147099999756,8.88178419700125e-16,0.0145697059999987,0.0200227089999974,0.00818270899999796,0,-1.77635683940025e-15,0.0213856859999977,0.0589153229999964,-2.66453525910038e-15,-3.10862446895044e-15,-8.88178419700125e-16,0.00690075999999795,-3.10862446895044e-15,0.0124551070000001,0.144849746999999,0.0076579369999985,8.88178419700125e-16,0.00252235999999861,0.00787936900000208,0.00906145599999597,0.00749473399999356,0,0.00541607599999683,0.0145438099999975
"Aminolevulinic acid:411",5.206231594,10,10,10,10,5.398955345,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.760636806,10,9.88961935,10,10,10,10,10,10
"Prednisolone:412",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Diflunisal:413",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Vardenafil:414",1.551487684,1.562446892,1.00884831,3.72552347,6.32443428,1.37352895699999,5.902665615,10,1.449667692,7.692492485,10,0.865481525999996,6.609258652,1.92699193999999,4.250099659,3.093798,7.628414392,2.468187809,2.328739524,7.926607609,10,4.674966812,0.371060698999996,9.198090553,2.123184443,5.730087042,5.362633705,8.618778229,4.781298161,2.135089874
"Ranitidine:415",9.99999999999999,0.0450383629999953,0.325259745000009,0.221022319999999,0.776055336000001,0.0448818839999974,0.470182954999999,0.745898247000002,1.82184469699999,1.018737912,0.155532941,0.202703102999998,0.253450952000001,0.126850128000009,0.244452259999999,0.0526325599999993,0.208487972999995,2.405904531,0.153050556999996,0.103488791999998,0.439286396000001,1.39695555,0.0594232960000012,0.489713565000002,0.104441941,0.393557802,0.275490284,0.366007030000001,0.198955089,0.174687117
"Alprenolol:416",2.362123251,5.376092196,2.66193819,0.49789171,9.99999999999999,2.873353481,3.394628048,1.309535742,9.28323173499999,10,4.539180279,0.481972918000005,1.276782393,0.250214860000003,1.98963850700001,0.385957400000003,8.287089109,2.47661280599999,0.441770941000002,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605152999998,10,2.251211882,3.500741482,2.735410929,5.831739426
"Ritodrine:417",2.362123251,5.37609219599999,0.941243947000004,0.346510899999997,9.99999999999999,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918000003,1.276782393,0.250214860000004,1.98963850700001,0.371416400000001,8.287089109,2.476612806,0.441770941000003,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153000002,10,2.251211882,3.500741482,2.735410929,5.831739426
"Benzonatate:418",0.0717140139999946,0.0642195309999964,0.189979567999994,0.349734990000005,0.129683196999997,0.322331606999997,0.889758645999997,0.365260571,9.99999999999999,0.0826916690000035,0.0979459959999955,0.0476283450000019,0.199620463,0.198032156000003,0.440079853000005,0.0273365300000017,0.750107228999999,0.113658777999999,0.043610745999993,0.151147492000001,0.437374665999998,0.0682832779999982,0.00628131400000065,0.150463945999996,0.633529126999997,0.248194314999998,0.649750291999992,1.067426562,0.170568167999997,0.102510146999996
"Dorzolamide:419",10,5.067505121,10,10,9.99999999999999,10,1.179720581,0.573862731,5.158444405,10,1.370481133,10,10,6.35488772400001,2.264195204,9.910357,3.188336015,9.99999999999999,4.10955309900001,9.99999999999999,1.884492457,5.65174126599999,10,1.31715798400001,1.59474754300001,10,2.33104372,1.641260982,2.00199127199999,10
"Terbutaline:420",2.362123251,5.37609219599999,0.941243947000004,0.346510899999997,9.99999999999999,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918000003,1.276782393,0.250214860000004,1.98963850700001,0.371416400000001,8.287089109,2.476612806,0.441770941000003,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153000002,10,2.251211882,3.500741482,2.735410929,5.831739426
"Loteprednol:421",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Eprosartan:422",0.0196803829999963,4.10831808999999,0.104426496000013,1.27924508,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992671999999,8.311505318,0.534499942999997,1.601406753,1.054238,2.139179051,0.904568194999996,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578000006,10,7.664821625,1.565535426,1.411323667,2.821396589
"Chlorothiazide:423",10,5.067505121,10,10,9.99999999999999,10,1.179720581,0.573862731,5.158444405,10,1.370481133,10,10,6.35488772400001,2.264195204,9.910357,3.188336015,9.99999999999999,4.10955309900001,9.99999999999999,1.884492457,5.65174126599999,10,1.31715798400001,1.59474754300001,10,2.33104372,1.641260982,2.00199127199999,10
"Isosorbide Dinitrate:424",0.0822084019999947,2.47225570700001,0.556722104999998,1.85802692,10,1.72725164899999,9.99999999999999,9.99999999999999,6.314087391,10,8.807852745,10,10,3.787679791,10,2.244259,7.426726103,4.383623123,7.423678398,4.930985928,3.534813643,2.345329762,1.368141949,10,10,10,8.743242264,8.883307457,8.051523209,4.776728153
"Bumetanide:425",2.682574511,10,9.99999999999999,10,10,7.496619225,10,10,10,10,10,10,10,9.878382206,10,10,10,10,10,10,10,10,7.25182128,10,10,10,10,10,10,10
"Dienestrol:426",0.058904356999999,0.226209900999996,0.131807073999998,1.19839429999999,0.843457222000007,0.241446047999999,0.709412068000002,0.832736253999996,0.219112232000008,0.642335713000003,0.181783481999998,0.335101813000004,0.930546701000004,2.723376274,10,0.155825899999992,10,0.150477931000005,0.527429178000005,0.137783535,1.679577112,0.555809438,1.93741488499999,10,2.84999847399999,2.848439336,0.971309423000002,10,0.210876033000002,0.246239960000005
"Oxybuprocaine:427",-2.22044604925031e-15,-6.21724893790088e-15,3.5527136788005e-15,0.190577069999999,-1.77635683940025e-15,-3.99680288865056e-15,0,0.0078192570000013,0.0464892719999996,-1.77635683940025e-15,0,-8.88178419700125e-16,-1.77635683940025e-15,-1.77635683940025e-15,-3.5527136788005e-15,-3.5527136788005e-15,8.88178419700125e-16,-1.77635683940025e-15,-8.88178419700125e-16,-1.77635683940025e-15,-2.66453525910038e-15,0.00720545299999653,1.77635683940025e-15,-8.88178419700125e-16,-2.66453525910038e-15,-1.77635683940025e-15,0,0.00981784199999858,-2.66453525910038e-15,-2.66453525910038e-15
"Testolactone:429",0.070082411,0.907705664999998,0.0165906230000035,1.14868945,0.796528518000001,0.024717123999999,1.409634054,0.145409122000002,0.0725875719999998,0.129790603999999,0.0522668100000008,0.0157333279999987,0.529584706000001,0.00666962399999882,0.0144337830000003,0.0515794299999994,0.114739250000002,0.0281998289999992,0.218458480999998,0.040929657999996,0.079872857999999,0.160719261,0.00524897700000171,0.0934838019999997,0.185384452000004,0.128867897999999,0.163199141999997,0.12671122,0.0361127629999993,0.0877330009999993
"Benzylpenicilloyl Polylysine:430",9.99999999999999,2.68769908,6.643844128,2.8956666,10,1.8521173,9.99999999999999,9.99999999999999,7.662683487,10,9.049375534,10,9.775910854,6.60994315100001,8.547010422,4.497911,9.296708584,9.544756889,10,10,10,10,10,10,6.28468847299999,10,10,8.79738903,10,10
"Rimexolone:431",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Triazolam:432",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Ethanol:433",0.354343563000004,10,9.99999999999999,1.35294873,9.99999999999999,10,10,10,9.99999999999999,10,10,10,10,10,10,10,10,10,10,10,7.667934418,10,10,10,9.99999999999999,10,10,10,10,10
"Remifentanil:434",-1.33226762955019e-15,-7.105427357601e-15,0.877372146000003,1.15192676,0.0564833280000059,0.00491147099999756,8.88178419700125e-16,0.0145697059999987,0.0200227089999974,0.00818270899999796,0,-1.77635683940025e-15,0.0213856859999977,0.0589153229999964,-2.66453525910038e-15,-3.10862446895044e-15,-8.88178419700125e-16,0.00690075999999795,-3.10862446895044e-15,0.0124551070000001,0.144849746999999,0.0076579369999985,8.88178419700125e-16,0.00252235999999861,0.00787936900000208,0.00906145599999597,0.00749473399999356,0,0.00541607599999683,0.0145438099999975
"Didanosine:435",9.99999999999999,5.093683004,2.08123898500001,1.95297884999999,6.614348888,0.496573030999997,3.106799245,2.984349966,1.809625268,7.619907379,4.159568787,10,3.736496449,4.00388503100001,2.701881647,2.144414,9.083802223,8.014983177,3.210118175,8.966282368,2.336450458,8.905005455,5.12715220499999,4.79608106600001,0.758812188999998,5.145497322,3.699792385,2.04140305500001,7.881886005,5.538740158
"Methdilazine:436",0.0157156069999984,3.65049243,0.821691573000001,0.46800861,2.634119272,0.206760286999997,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930652999998,0.221367895999997,1.706133068,0.1250688,2.750898838,0.407100767000001,0.269276529999996,2.138170123,1.168346405,0.453772113,0.0501760280000019,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448142999998
"Ethacrynic acid:437",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Ondansetron:438",0.0222619179999981,0.511459812999999,0.596027672000003,1.15192676,0.261191577000002,0.0202675419999951,0.224076449999997,6.094659805,0.0797525269999984,0.256452918000002,0.326801985999999,0.133022242999998,0.145427576999996,0.429854243999998,0.281890734999996,0.551884299999998,0.269901871999998,0.707660376999999,0.0984001049999961,0.879702925999995,0.210191353999998,0.309002264999998,0.00866546000000135,0.333720132999998,0.112887590999998,0.199762746999996,0.867104231999996,0.230847701000002,1.21235179899999,1.633728981
"Tiagabine:439",0.0205670520000059,0.145796195,10,4.40508103,0.937034130000001,0.429010182999999,3.723492265,2.15949773800001,1.14174211,1.167712331,0.962867260000003,0.630079596999999,0.473269120000005,1.549909711,1.22848647799999,0.1322908,1.65301138199999,0.267305791000002,0.175983063999997,0.426148533999991,1.218543947,0.341364621999998,10,0.546001374999997,1.070646048,0.704302250999997,0.658194839999997,1.338904142,0.554919182999995,0.283520996999999
"Quinidine:440",2.272258759,8.151202679,9.99999999999999,10,2.274683952,0.322331606999994,2.19177842100001,4.723416805,10,6.67799902000001,4.757237911,3.60804617400001,2.57853961,10,10,5.586803,10,6.06713008900001,1.460646749,8.44336319,6.674655676,10,2.212240815,8.049566507,5.244400024,2.612695575,8.739334106,10,4.834608078,10
"Amantadine:441",0.0799624920000035,0.0798423549999931,0.828758955000001,0.774569299999995,0.0968896820000005,0.120648146000001,1.243043959,0.097507045000004,0.115082540000003,0.115674085999999,0.107775330999999,0.0633672380000028,0.118163206,10,0.304680526000004,0.0564134100000042,0.258125238000003,0.0729381520000008,0.0749126519999979,0.193283974999997,0.390641883000003,0.294659451000002,0.0977419990000064,0.249922402,0.114592835000002,0.688240379000002,0.0978302210000042,0.191675231,0.176275282999995,6.041281223
"Dinoprostone:442",9.99999999999999,2.180245996,0.316896975000004,2.36160266,10,0.625134348999997,3.52305305,5.612268925,1.512769938,8.15905952500001,1.599591255,10,2.168387294,1.26909333500001,10,8.36246899999999,1.767500043,6.878188133,2.708395839,8.98201656300001,6.806909084,8.776536465,0.422718330999997,5.193012238,5.156141758,5.988815546,3.692397594,10,7.91445446,2.756040812
"Ketotifen:443",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Cyclobenzaprine:444",-4.44089209850063e-16,0.0784394179999977,1.054215431,0.65099171,0.164166629000004,0.0391926469999979,0.0828954090000016,1.698105931,0.0172959829999977,0.0887175499999984,0.0842443030000002,0.017028804999998,0.0667727289999993,0.103331637000001,0.262494593999997,0.00796360300000076,0.477318852999994,0.0625185969999986,0.0298560069999976,0.0950402509999968,0.0890441949999996,0.00822962599999766,0.037449038000001,0.394031301000001,0.0485092360000001,0.199056945999998,0.105796768999995,0.280257523,0.159295051999996,0.0416579209999997
"Phenoxybenzamine:445",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Famotidine:446",9.99999999999999,0.0450383629999953,0.325259745000009,0.221022319999999,0.776055336000001,0.0448818839999974,0.470182954999999,0.745898247000002,1.82184469699999,1.018737912,0.155532941,0.202703102999998,0.253450952000001,0.126850128000009,0.244452259999999,0.0526325599999993,0.208487972999995,2.405904531,0.153050556999996,0.103488791999998,0.439286396000001,1.39695555,0.0594232960000012,0.489713565000002,0.104441941,0.393557802,0.275490284,0.366007030000001,0.198955089,0.174687117
"Misoprostol:447",9.99999999999999,2.180245996,0.316896975000005,2.36160265999999,10,0.625134348999997,3.52305305,5.612268925,1.512769938,8.15905952500001,1.599591255,10,2.168387294,0.751454651000005,10,8.362469,1.767500043,6.878188133,2.708395839,8.98201656300001,6.806909084,8.776536465,0.422718330999995,5.193012238,5.156141758,5.988815546,3.692397594,10,7.91445446000001,2.756040812
"Mesoridazine:448",0.00785051800000414,0.078439417999995,1.054215431,0.774569299999993,0.164166628999997,0.120648146000002,1.243043959,1.698105931,0.0174489970000025,0.0887175499999984,0.107775330999999,0.0459560140000028,0.066772728999994,10,0.304680525999999,0.0430054400000031,0.477318853000001,0.0625185970000013,0.056782761999997,0.101115140999994,0.390641882999999,0.0131596419999997,0.0374490380000054,0.394031300999999,0.0762749090000012,0.688240379000002,0.105796768999999,0.280257523,0.159295051999993,6.041281223
"Maprotiline:449",0.0617754910000001,3.65049243,8.41285133399999,5.98038769000001,2.634119272,0.206760286999999,4.439896584,3.860967875,6.76481723799999,1.866600156,1.18233645,0.496618852000001,0.802930653000002,1.146733701,1.706133068,0.493829699999998,2.750898838,0.513489544000004,0.269276529999999,3.630660295,10,4.869907141,7.432229042,2.241176188,1.707205772,2.094831586,4.940295696,2.547428608,2.165588617,4.811089993
"Oxymetazoline:450",0.0623733919999983,2.741013765,1.229638696,5.41671944,10,0.255605459000005,8.159985542,2.602161646,1.22844255,2.23934173599999,1.23677492100001,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.913578509999997,0.997452557000007,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,9.99999999999999,5.55162382100001,9.99999999999999,4.168484211,5.422550201
