"Blood","Skin","Brain","Testis","Adipose Tissue","Muscle","Nerve","Blood Vessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","Adrenal Gland","Colon","Prostate","Spleen","Liver","Fallopian Tube","Ovary","Breast","Bladder","Cervix Uteri","Small Intestine","Salivary Gland"
"Zidovudine:227",0.0283917579999984,0.00378491299999162,0.0240143430000037,1.41087615,8.88178419700125e-16,-8.88178419700125e-16,8.88178419700125e-16,5.32907051820075e-15,1.77635683940025e-15,0.00454407799999679,0.00999397599999874,-3.5527136788005e-15,0,-1.77635683940025e-15,0,-3.10862446895044e-15,0.010114300999998,0.0939473139999967,-2.66453525910038e-15,0.400495722999996,0.00779546800000119,0.212996184999994,-1.77635683940025e-15,0.0127017799999987,-8.88178419700125e-16,0.00241873100000056,-1.77635683940025e-15,0.00518096699999759,0.521985053999996,0.0538563280000011
"Phenindione:228",0.238178446999999,0.536906897999994,0.275855094000003,0.318254049999998,0.326446503,0.0674162129999978,0.452121586,0.505916296999999,0.140974328,0.435193180999996,0.250697999999999,0.357962995999997,0.315011755,0.537360429999999,0.389929055999996,0.391855999999999,0.355813234999999,0.293412386999999,0.285009189999996,0.290727927999998,0.282972573999999,0.368950992999997,0.988317043,0.426424518000001,0.430045933,0.356780617999998,0.478249341,0.500221907999999,0.492640464999999,0.357383667999998
"Flutamide:229",3.054323673,10,1.134261966,3.12999165,10,1.943944931,10,8.115207672,3.59850502,10,6.420648575,2.270360708,10,1.426680028,9.231753349,2.421362,10,6.642326355,8.678589344,5.372054815,9.980841637,6.395339251,8.380415916,9.736486435,6.114907742,10,10,10,8.142712593,8.469622612
"Tolmetin:230",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Cimetidine:231",9.99999999999999,0.0450383629999953,0.325259745000009,0.221022319999999,0.776055336000001,0.0448818839999974,0.470182954999999,0.745898247000002,1.82184469699999,1.018737912,0.155532941,0.202703102999998,0.253450952000001,0.126850128000009,0.244452259999999,0.0526325599999993,0.208487972999995,2.405904531,0.153050556999996,0.103488791999998,0.439286396000001,1.39695555,0.0594232960000012,0.489713565000002,0.104441941,0.393557802,0.275490284,0.366007030000001,0.198955089,0.174687117
"Haloperidol:232",0.00785051800000325,0.078439417999995,1.911266565,0.897168219999994,0.164166628999999,0.120648146000001,1.243043959,1.698105931,0.0174489970000007,0.293754934999995,0.107775330999998,0.0505903250000017,0.115311383999995,10,0.304680525999999,0.0430054400000031,0.477318853,0.0784101640000006,0.166386596999997,0.101115140999993,0.539827048999999,0.0605549180000011,0.101497263000004,0.394031300999998,0.0762749089999994,0.688240379000001,0.529358446999999,0.280257522999997,0.178321390999992,6.041281223
"Levallorphan:233",-4.44089209850063e-16,-4.44089209850063e-15,0.0400498170000034,1.15192676,8.88178419700125e-16,-1.77635683940025e-15,-2.66453525910038e-15,3.5527136788005e-15,-2.66453525910038e-15,-5.32907051820075e-15,1.77635683940025e-15,-1.77635683940025e-15,8.88178419700125e-16,0.00949178399999617,-2.66453525910038e-15,-3.10862446895044e-15,-3.5527136788005e-15,-8.88178419700125e-16,-1.33226762955019e-15,-2.66453525910038e-15,8.88178419700125e-16,-2.66453525910038e-15,8.88178419700125e-16,0.00252236000000039,-1.77635683940025e-15,-2.66453525910038e-15,-8.88178419700125e-16,-2.66453525910038e-15,-2.66453525910038e-15,-8.88178419700125e-16
"Triflupromazine:234",0.00785051800000058,0.561547219999989,8.41285133399999,0.774569299999998,0.275103569000001,0.120648146000004,1.243043959,0.665104269999992,6.76481723799999,1.19683969,0.546805560999998,0.644435138000001,1.547265291,9.99999999999999,6.313772202,0.0675575399999997,0.371684849000006,0.323356718000003,6.352208376,3.630660295,10,0.134886853000006,0.188318864000005,1.232425213,0.295374750999995,0.690105140000008,4.940295696,1.863167167,0.221445233000003,6.041281223
"Dextrothyroxine:235",1.813616753,10,9.99999999999999,6.37204957,10,10,9.99999999999999,9.99999999999999,10,10,10,9.455118656,10,10,10,6.38133,10,10,10,10,10,9.698541164,3.168023467,10,10,10,10,10,10,9.212757111
"Acetyldigitoxin:236",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Dextromethorphan:237",7.363399982,10,10,10,10,4.799010277,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Anisotropine Methylbromide:238",0.00906861499999989,0.561547219999998,8.41285133399999,0.393198240000002,0.0160203429999966,-1.33226762955019e-15,0.0246242010000008,0.0308653819999947,6.76481723799999,1.19683969,0.476170391,0.132184702999999,0.162137411999996,0.0622704979999975,0.0955363660000028,0.493829699999999,0.0818163860000034,0.513489544,0.0331546829999998,3.630660295,9.99999999999999,0.100604671999995,0.130754955000005,0.167142754000005,0.225144267000003,0.690105140000004,4.940295696,0.171207889999996,0.286769807000001,4.811089993
"Albendazole:239",10,10,10,10,10,4.28741312,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4.674216747,10,10,10,10,10,10,10
"Trandolapril:240",0.0738180499999981,1.01288914699999,0.509360015000005,1.40536952,2.493635178,0.281444042999994,0.769924193999995,0.463265716999997,0.652296543000005,6.122609138,0.764330089000001,1.166038543,2.922376871,2.143320382,1.077281952,0.5700303,0.835846007,0.899882435999994,0.985796779000001,2.308305621,1.307435334,0.511285901000003,0.0945710199999956,0.532468170000004,0.414817898999999,1.885455549,0.780115007999997,1.234144688,10,1.890403271
"Carteolol:241",2.362123251,5.376092196,2.66193819,0.49789171,9.99999999999999,2.873353481,3.394628048,1.309535742,9.28323173499999,10,4.539180279,0.481972918000005,1.276782393,0.250214860000003,1.98963850700001,0.385957400000003,8.287089109,2.47661280599999,0.441770941000002,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605152999998,10,2.251211882,3.500741482,2.735410929,5.831739426
"Metolazone:242",0.0216123539999975,0,0.0218606540000028,0.0812247099999936,3.5527136788005e-15,-1.33226762955019e-15,0.00623208199999858,-8.88178419700125e-16,8.88178419700125e-16,0.0179034829999996,0.00685916799999653,10,0.0132474089999981,0.010290965000002,0.00594754400000053,0.0527963199999952,0.00819194800000034,0.0525835940000006,-9.32587340685131e-15,0.0160068889999945,0.0598040369999966,0.343191995999995,0.00729785800000293,0.0165106010000002,0.0164621379999961,0.0130341349999945,0.0330928119999925,0.00900761399999439,0.052552900999995,0.0517831849999988
"Cinchocaine:243",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Cefdinir:244",2.830579996,0.0174764429999907,0.536050618000004,0.482007529999998,0.127941220999999,0.249192743999999,0.0533466449999986,0.080379866000003,0.137693985999999,1.979168653,0.075697452,0.158525667999997,0.171033955999998,1.30807435500001,0.0440859009999981,0.0460095899999993,0.0385145919999976,0.071850910999999,0.0819790660000006,0.0575916490000008,0.148492739000002,6.762864351,0.286702409000001,0.180213325000004,0.0383180079999965,0.190821551000003,0.0983609109999968,0.0357423719999987,0.110407433999999,0.257933675999999
"Guanidine:245",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Nortriptyline:246",0.0842119010000015,3.65049243,8.412851334,5.98038769,2.63411927199999,0.206760286999994,4.439896584,3.860967875,6.764817238,10,1.18233645,0.496618852000001,0.802930653000001,1.146733701,1.993112683,0.493829699999998,2.750898838,0.513489544000004,0.305833368999999,3.630660295,10,4.869907141,7.432229042,2.241176188,1.707205772,2.094831586,4.940295696,5.440880299,2.165588617,4.811089993
"Amoxapine:247",0.084211901000006,2.741013765,9.99999999999999,5.41671943999999,9.99999999999999,0.255605459000004,8.159985542,2.602161646,1.22844255,10,1.23677492100001,1.251607716,6.017980099,10,4.600313425,10,9.99999999999999,0.913578510000001,0.997452557000006,5.044525862,10,9.758530617,7.432229042,2.941900253,10,10,5.551623821,10,4.168484211,6.041281223
"Fluorouracil:248",4.467746258,10,3.355834007,10,2.423253298,0.495607256999999,2.554561973,2.701006889,1.44377243500001,4.94026851699999,4.988646984,6.843852758,4.103782654,3.765854359,2.751442552,3.05694999999999,6.516115427,3.616623163,4.0807724,10,5.004799843,10,2.107688427,2.244574368,3.067645073,4.033158541,3.341159821,3.672201633,9.63755703,7.718729019
"Pyridostigmine:249",0.732271254000007,1.06814074499999,10,3.61620747999999,0.614776731000005,7.819921017,0.389408782000001,0.333128481999998,0.735573649,3.62605238,5.88380718199999,1.865379155,0.766010880000007,5.354573965,6.599007607,1.134946,1.764389098,0.504009545000001,0.686827511000007,4.312083483,4.219288111,2.052807093,10,10,2.201324463,1.124231815,1.970343351,6.33323574099999,4.156428337,3.473966599
"Adinazolam:250",0.451645076000005,10,9.99999999999999,5.31765294,10,0.953707158999998,10,8.739851952,7.61603117,10,8.16961765300001,4.78230810200001,10,10,10,7.055881,10,2.439117908,3.30552125,7.014136076,10,9.46431636800001,2.251888156,9.870306969,6.177269936,10,10,10,10,10
"Desoximetasone:251",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Azelaic Acid:252",-3.10862446895044e-15,0.633729963999998,0.0141937210000034,2.07790744,0.0164245199999957,0.0595603470000028,0.0115493510000029,0.0254565220000016,8.88178419700125e-16,0.0973615119999955,0.007240055999997,0.0742430610000029,0.0170182600000102,0.024339319000001,0.0192362659999956,0.00776772299999751,0.961179942000004,0.0129625890000007,0.0468786099999976,0.0112708289999981,10,0.0175873459999965,10,0.168139270999997,0.0202388060000027,0.0362244340000002,0.285634249000001,0.244070679,0.00934693099999873,0.089097558999998
"Propylthiouracil:253",0.0801538679999987,0.17799094299999,0.0894383790000042,0.70793381,3.517184734,0.968002439000002,2.235240817,0.473960279999997,1.267689586,0.148377492999994,1.248905778,0.0125780119999916,10,0.219574057,0.0550653170000013,0.190251499999996,0.129685878999999,0.571003496999993,0.0260136000000051,0.957135259999999,0.135282717999998,9.698541164,0.0144907759999997,0.263391957000001,0.0428982710000003,2.287014723,0.388682066999993,0.0195184960000025,1.25565421600001,1.111593723
"Acetohydroxamic Acid:254",-3.5527136788005e-15,0.0120727639999911,0,0.0797337399999964,0.085911557000002,-3.10862446895044e-15,0.032555089999998,0.00968019499999695,0,0.128962724999996,-1.77635683940025e-15,0.107673048999997,-8.88178419700125e-16,-3.5527136788005e-15,-3.5527136788005e-15,-3.10862446895044e-15,-4.44089209850063e-15,0.0400462559999974,-2.22044604925031e-15,1.221909702,0.0242372460000038,1.095334679,-1.77635683940025e-15,8.88178419700125e-16,0,0.0849762859999981,0.168261886,-1.77635683940025e-15,2.804385662,0.199171795999995
"Hydroxyzine:255",0.0157156069999984,3.65049243,0.821691573000001,0.46800861,2.634119272,0.206760286999997,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930652999998,0.221367895999997,1.706133068,0.1250688,2.750898838,0.407100767000001,0.269276529999996,2.138170123,1.168346405,0.453772113,0.0501760280000019,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448142999998
"Doxapram:256",0.0136195819999969,0.111047706999986,1.94071710100001,0.386496739999989,1.97325992599999,0.170822709999999,0.857292502999996,5.164021969,0.717213690000001,10,1.763938904,2.20045858599999,2.9866153,6.180601358,1.586338758,10,1.77489239,1.505969882,10,1.764509022,4.86099791499999,0.894159049000002,0.157315619000002,3.523313403,0.604098975999999,1.201593637,2.494665623,1.351377249,1.174830317,0.155209466999999
"Benzthiazide:257",10,10,10,10,10,10,1.179720581,1.618902802,5.158444405,10,8.545755386,10,10,6.35488772400001,7.341953039,9.99999999999999,10,10,4.10955309900001,10,3.243264318,5.65174126599999,10,10,1.594747543,10,10,9.99999999999999,5.441038609,10
"Methotrexate:258",1.266047835,1.496743977,3.266576052,3.81170404,2.649096251,1.587457299,1.888620436,1.365638852,1.028479934,1.637641788,1.836351633,2.073575258,1.807750463,2.591917396,1.58808732,0.375256599999998,1.832720935,1.207693338,1.735176623,2.886887193,1.913192034,2.694584131,2.531520724,1.608705282,1.477453232,2.097003579,2.46968627,1.486226797,3.019788265,1.580340266
"Cisatracurium Besylate:259",0.0668535309999982,0.00926280599999263,0.262986690000004,0.0551497899999971,0.00536621799999981,2.66453525910038e-15,-8.88178419700125e-16,1.77635683940025e-15,-4.44089209850063e-15,0.0644510309999982,0,0.0026402249999995,0.00618022700000331,0.189404315999996,1.77635683940025e-15,0.0177528399999982,0.0102004430000004,0.0113127729999993,0.150418795999996,0.00380611299999956,6.240046263,0.0410310399999956,0.00863520800000295,0.0160833290000006,0.00439219899999976,0.011008972,-1.77635683940025e-15,0.0158152640000013,0.0209748199999975,0.00369118399999735
"Cinnarizine:260",0.427234918,3.65049243,4.39186239199999,10,6.30563879000001,10,4.439896584,9.99999999999999,9.255744934,6.923016548,9.99999999999999,5.096974373,7.471107483,9.99999999999999,10,1.558305,10,5.512207031,10,10,10,2.221275806,3.201783776,9.99999999999999,10,3.969726443,10,10,5.614217758,6.041281223
"Vinblastine:261",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Atropine:262",0.061775491000001,0.561547219999998,8.412851334,5.98038769000001,0.0935903489999976,0.0183419009999994,0.0767650600000014,0.0812565159999963,6.76481723799999,1.19683969,0.476170390999999,0.132184702999997,0.162137411999998,1.146733701,0.109509081000001,0.493829699999997,0.0818163859999999,0.513489544,0.0643889509999998,3.630660295,10,4.869907141,0.130754955,0.167142754000002,0.225144267,0.690105140000004,4.940295696,0.171207889999997,2.165588617,4.811089993
"Fenoprofen:263",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Clonidine:264",0.0623733919999965,2.74101376500001,2.53534316999999,5.41671944,10,2.284672499,8.159985542,9.99999999999999,2.891987085,2.635305882,1.74661874800001,10,6.017980099,3.137806416,10,9.99999999999999,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,9.99999999999999,5.551623821,10,4.168484211,5.422550201
"Mazindol:265",0.0842119009999993,0.103767856999996,0.0676128790000083,2.97342455,0.268325090000001,0.0334540309999936,0.286698222,0.0624394120000051,0.042957168000008,10,0.184468820999999,0.125818699999996,0.607433230000002,0.0709465969999963,0.273122445000004,0.118998999999999,0.179831929999997,0.0524829549999986,0.119057722,0.116031750999999,0.165628925000001,0.107961647,0.0223875579999984,0.182832681000003,0.520193994000003,0.355366111,0.108225471999999,0.293606579000005,1.802167773,0.104218437999998
"L-Carnitine:266",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Enalapril:267",0.0738180499999981,1.01288914699999,0.509360015000005,1.40536952,2.493635178,0.281444042999994,0.769924193999995,0.463265716999997,0.652296543000005,6.122609138,0.764330089000001,1.166038543,2.922376871,2.143320382,1.077281952,0.5700303,0.835846007,0.899882435999994,0.985796779000001,2.308305621,1.307435334,0.511285901000003,0.0945710199999956,0.532468170000004,0.414817898999999,1.885455549,0.780115007999997,1.234144688,10,1.890403271
"Nizatidine:268",9.99999999999999,0.0450383629999953,0.325259745000009,0.221022319999999,0.776055336000001,0.0448818839999974,0.470182954999999,0.745898247000002,1.82184469699999,1.018737912,0.155532941,0.202703102999998,0.253450952000001,0.126850128000009,0.244452259999999,0.0526325599999993,0.208487972999995,2.405904531,0.153050556999996,0.103488791999998,0.439286396000001,1.39695555,0.0594232960000012,0.489713565000002,0.104441941,0.393557802,0.275490284,0.366007030000001,0.198955089,0.174687117
"Diclofenac:269",10,10,10,6.47529578,9.99999999999999,10,10,10,9.99999999999999,10,10,3.61831975,10,8.7144804,3.46431756,7.973678,6.834624767,10,4.34614563,10,10,10,10,10,10,10,10,4.356744289,10,10
"Cinalukast:270",0.957061707999999,0.0474850329999912,0.116059899000002,0.0375661099999975,0.850266337000003,0.0662898869999999,0.359136000000002,0.284724683000005,0.0924369249999986,0.584451853999994,2.176072121,0.167028605999999,0.683781892000003,0.0755127219999991,0.258200511,0.139820699999998,0.276143238000001,0.407792090999997,0.205810188999998,0.34121494,0.424524515999997,2.253281713,0.0668989010000001,0.342371270000003,0.030305101999998,0.675772517999998,0.287766843999998,0.267691283999998,0.861227274,0.732656896000001
"Fluticasone Propionate:271",6.519165516,9.529127598,5.496713638,4.09500027,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.930467248,8.64496231099999,8.877725124,10,2.976456,9.055003643,4.709535599,5.429579496,7.902982712,6.544697762,5.595084667,4.75985527,9.337072849,6.273174286,10,10,9.99999999999999,5.538618088,5.745376587
